Accession,Release_Date,Species,Family,Length,Nuc_Completeness,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title,Species_code
MT345802,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29875,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNKNOWN-UW-2069/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345803,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29869,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: ID,Homo sapiens,,2020-03-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-2127/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345804,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29594,partial,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2072/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds",Severe acute respiratory syndrome-related coronavirus
MT345805,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29884,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2078/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345806,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29898,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2087/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345807,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29481,partial,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2074/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds",Severe acute respiratory syndrome-related coronavirus
MT345808,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29687,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2132/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345809,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29863,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2119/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345810,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29417,partial,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2086/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds",Severe acute respiratory syndrome-related coronavirus
MT345811,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29850,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2108/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345812,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29762,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2094/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345813,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29445,partial,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2115/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds",Severe acute respiratory syndrome-related coronavirus
MT345814,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29733,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2104/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345815,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29862,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2137/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345816,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29861,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNKNOWN-UW-2139/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345817,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29861,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: ID,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-2134/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345818,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29625,partial,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2109/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds",Severe acute respiratory syndrome-related coronavirus
MT345819,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29900,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2112/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345820,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29537,partial,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2129/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds",Severe acute respiratory syndrome-related coronavirus
MT345821,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29617,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2100/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345822,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29738,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2141/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345823,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29817,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2164/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345824,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29792,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2140/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345825,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29875,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2145/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345826,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29839,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2144/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345827,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29872,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2146/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345828,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29853,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: ID,Homo sapiens,,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-2160/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345829,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29875,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2142/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345830,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29857,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2149/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345831,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29740,partial,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: ID,Homo sapiens,,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-2159/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein, nsp11 region, (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds",Severe acute respiratory syndrome-related coronavirus
MT345832,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29869,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2181/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345833,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29893,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2203/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345834,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29901,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-26,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2240/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345835,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29878,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2244/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345836,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29871,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2228/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345837,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29336,partial,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2225/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds",Severe acute respiratory syndrome-related coronavirus
MT345838,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29659,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2236/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345839,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29591,partial,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2220/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S) and ORF3a protein (ORF3a) genes, complete cds; envelope protein (E) and membrane glycoprotein (M) genes, partial cds; and ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds",Severe acute respiratory syndrome-related coronavirus
MT345840,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29893,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2249/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345841,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29882,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2247/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345842,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29696,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2250/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345843,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29785,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2179/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345844,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29776,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2180/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT345845,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29816,partial,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2177/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein, nsp11 region, (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds",Severe acute respiratory syndrome-related coronavirus
MT345846,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29869,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2234/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
