Accession,Release_Date,Species,Family,Length,Nuc_Completeness,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,Collection_Date_code,GenBank_Title,Species_code
JX869059,2012-09-27T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30119,complete,"van Boheemen,S., de Graaf,M., Lauber,C., Bestebroer,T.M., Raj,V.S., Zaki,A.M., Osterhaus,A.D., Haagmans,B.L., Gorbalenya,A.E., Snijder,E.J., Fouchier,R.A., Victor,S.R., Osterhaus,A.D.M.E., Fouchier,R.A.M.",23170002,,Homo sapiens,,6/13/12,2012-06-13,"Human betacoronavirus 2c EMC/2012, complete genome",Middle East respiratory syndrome-related coronavirus
KF600620,2013-09-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30056,complete,"Cotten,M., Watson,S.J., Kellam,P., Al-Rabeeah,A.A., Makhdoom,H.Q., Assiri,A., Al-Tawfiq,J.A., Alhakeem,R.F., Madani,H., AlRabiah,F.A., Al Hajjar,S., Al-nassir,W.N., Albarrak,A., Flemban,H., Balkhy,H.H., Alsubaie,S., Palser,A.L., Gall,A., Bashford-Rogers,R., Rambaut,A., Zumla,A.I., Memish,Z.A., Zumla,A.",24055451,Saudi Arabia,Homo sapiens,,6/19/12,2012-06-19,"Middle East respiratory syndrome coronavirus isolate Bisha_1_2012, complete genome",Middle East respiratory syndrome-related coronavirus
NC_038294,2018-08-24T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30111,complete,"Galiano,M., Myers,R., Bermingham,A., Gopal,R., Zambon,M.",,United Kingdom,Homo sapiens,,9/11/12,2012-09-11,"Betacoronavirus England 1, complete genome",Middle East respiratory syndrome-related coronavirus
KC164505,2012-12-05T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30111,complete,"Galiano,M., Myers,R., Bermingham,A., Gopal,R., Zambon,M.",,United Kingdom,Homo sapiens,,9/11/12,2012-09-11,"Betacoronavirus England 1, complete genome",Middle East respiratory syndrome-related coronavirus
KC667074,2013-02-27T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30112,complete,"Cotten,M., Lam,T.T., Watson,S.J., Palser,A.L., Petrova,V., Grant,P., Pybus,O.G., Rambaut,A., Guan,Y., Pillay,D., Kellam,P., Nastouli,E., Cotten,M.L., Palser,A., Pybus,O.",23693015,United Kingdom: England,Homo sapiens,,9/19/12,2012-09-19,"Human betacoronavirus 2c England-Qatar/2012, complete genome",Middle East respiratory syndrome-related coronavirus
KF600612,2013-09-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30063,complete,"Cotten,M., Watson,S.J., Kellam,P., Al-Rabeeah,A.A., Makhdoom,H.Q., Assiri,A., Al-Tawfiq,J.A., Alhakeem,R.F., Madani,H., AlRabiah,F.A., Al Hajjar,S., Al-nassir,W.N., Albarrak,A., Flemban,H., Balkhy,H.H., Alsubaie,S., Palser,A.L., Gall,A., Bashford-Rogers,R., Rambaut,A., Zumla,A.I., Memish,Z.A., Ong,S.H., Al Rabeeah,A.A., Barry,M., Shibl,A., Alrabiah,F.A., Hajjar,S., Zumla,A.","24055451, 24549846",Saudi Arabia,Homo sapiens,,10/23/12,2012-10-23,"Middle East respiratory syndrome coronavirus isolate Riyadh_1_2012, complete genome",Middle East respiratory syndrome-related coronavirus
KF600652,2013-09-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30082,complete,"Cotten,M., Watson,S.J., Kellam,P., Al-Rabeeah,A.A., Makhdoom,H.Q., Assiri,A., Al-Tawfiq,J.A., Alhakeem,R.F., Madani,H., AlRabiah,F.A., Al Hajjar,S., Al-nassir,W.N., Albarrak,A., Flemban,H., Balkhy,H.H., Alsubaie,S., Palser,A.L., Gall,A., Bashford-Rogers,R., Rambaut,A., Zumla,A.I., Memish,Z.A., Zumla,A.",24055451,Saudi Arabia,Homo sapiens,,10/30/12,2012-10-30,"Middle East respiratory syndrome coronavirus isolate Riyadh_2_2012, complete genome",Middle East respiratory syndrome-related coronavirus
KF600613,2013-09-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30064,complete,"Cotten,M., Watson,S.J., Kellam,P., Al-Rabeeah,A.A., Makhdoom,H.Q., Assiri,A., Al-Tawfiq,J.A., Alhakeem,R.F., Madani,H., AlRabiah,F.A., Al Hajjar,S., Al-nassir,W.N., Albarrak,A., Flemban,H., Balkhy,H.H., Alsubaie,S., Palser,A.L., Gall,A., Bashford-Rogers,R., Rambaut,A., Zumla,A.I., Memish,Z.A., Zumla,A.",24055451,Saudi Arabia,Homo sapiens,,2/5/13,2013-02-05,"Middle East respiratory syndrome coronavirus isolate Riyadh_3_2013, complete genome",Middle East respiratory syndrome-related coronavirus
KM210278,2015-01-18T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30035,complete,"Galiano,M., Myers,R., Bermingham,A., Gopal,R., Zambon,M.",,United Kingdom,Homo sapiens,oronasopharynx,2/10/13,2013-02-10,"Middle East respiratory syndrome coronavirus isolate England/3/2013, complete genome",Middle East respiratory syndrome-related coronavirus
KM015348,2014-06-18T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30042,complete,"Galiano,M., Myers,R., Bermingham,A., Gopal,R., Zambon,M.",,United Kingdom,Homo sapiens,oronasopharynx,2/10/13,2013-02-10,"Middle East respiratory syndrome coronavirus isolate England/2/2013, complete genome",Middle East respiratory syndrome-related coronavirus
KM210277,2015-01-18T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30031,complete,"Galiano,M., Myers,R., Bermingham,A., Gopal,R., Zambon,M.",,United Kingdom,Homo sapiens,"lung, oronasopharynx",2/13/13,2013-02-13,"Middle East respiratory syndrome coronavirus isolate England/4/2013, complete genome",Middle East respiratory syndrome-related coronavirus
KJ156952,2014-02-06T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30054,complete,"Cotten,M., Watson,S.J., Zumla,A.I., Makhdoom,H.Q., Palser,A.L., Ong,S.H., Al Rabeeah,A.A., Alhakeem,R.F., Assiri,A., Al-Tawfiq,J.A., Albarrak,A., Barry,M., Shibl,A., Alrabiah,F.A., Hajjar,S., Balkhy,H.H., Flemban,H., Rambaut,A., Kellam,P., Memish,Z.A., Zumla,A.",24549846,Saudi Arabia,Homo sapiens,,3/1/13,2013-03-01,"Middle East respiratory syndrome coronavirus isolate Riyadh_4_2013, complete genome",Middle East respiratory syndrome-related coronavirus
KF186566,2013-06-10T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30113,complete,"Cotten,M., Watson,S.J., Kellam,P., Al-Rabeeah,A.A., Makhdoom,H.Q., Assiri,A., Al-Tawfiq,J.A., Alhakeem,R.F., Madani,H., AlRabiah,F.A., Al Hajjar,S., Al-nassir,W.N., Albarrak,A., Flemban,H., Balkhy,H.H., Alsubaie,S., Palser,A.L., Gall,A., Bashford-Rogers,R., Rambaut,A., Zumla,A.I., Memish,Z.A., Zumla,A.",24055451,Saudi Arabia,Homo sapiens,,4/21/13,2013-04-21,"Middle East respiratory syndrome coronavirus isolate Al-Hasa_2_2013, complete genome",Middle East respiratory syndrome-related coronavirus
KF186565,2013-06-10T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30069,complete,"Cotten,M., Watson,S.J., Kellam,P., Al-Rabeeah,A.A., Makhdoom,H.Q., Assiri,A., Al-Tawfiq,J.A., Alhakeem,R.F., Madani,H., AlRabiah,F.A., Al Hajjar,S., Al-nassir,W.N., Albarrak,A., Flemban,H., Balkhy,H.H., Alsubaie,S., Palser,A.L., Gall,A., Bashford-Rogers,R., Rambaut,A., Zumla,A.I., Memish,Z.A., Zumla,A.",24055451,Saudi Arabia,Homo sapiens,,4/22/13,2013-04-22,"Middle East respiratory syndrome coronavirus isolate Al-Hasa_3_2013, complete genome",Middle East respiratory syndrome-related coronavirus
KJ361499,2015-03-10T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,29780,partial,"Ar Gouilh,M., Thiberge,J.M., Diancourt,L., Vandenbogaert,M., Briand,D., Batejat,C., Coralie,G., Rousseau,C., Fichenick,F., van der Werf,S., Burguiere,A., Enouf,V., Manuguerra,J.C., Caro,V.",,France,Homo sapiens,lung,4/26/13,2013-04-26,"Middle East respiratory syndrome coronavirus isolate Hu-France (UAE) - FRA1_1627-2013_BAL_HTS, partial genome",Middle East respiratory syndrome-related coronavirus
KJ361500,2015-03-10T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,29267,complete,"Ar Gouilh,M., Thiberge,J.M., Diancourt,L., Vandenbogaert,M., Briand,D., Batejat,C., Coralie,G., Rousseau,C., Fichenick,F., van der Werf,S., Burguiere,A., Enouf,V., Manuguerra,J.C., Caro,V.",,France,Homo sapiens,lung,4/26/13,2013-04-26,"Middle East respiratory syndrome coronavirus isolate Hu-France (UAE) - FRA1_1627-2013_BAL_Sanger, complete genome",Middle East respiratory syndrome-related coronavirus
KF186564,2013-06-10T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30081,complete,"Cotten,M., Watson,S.J., Kellam,P., Al-Rabeeah,A.A., Makhdoom,H.Q., Assiri,A., Al-Tawfiq,J.A., Alhakeem,R.F., Madani,H., AlRabiah,F.A., Al Hajjar,S., Al-nassir,W.N., Albarrak,A., Flemban,H., Balkhy,H.H., Alsubaie,S., Palser,A.L., Gall,A., Bashford-Rogers,R., Rambaut,A., Zumla,A.I., Memish,Z.A., Zumla,A.",24055451,Saudi Arabia,Homo sapiens,,5/1/13,2013-05-01,"Middle East respiratory syndrome coronavirus isolate Al-Hasa_4_2013, complete genome",Middle East respiratory syndrome-related coronavirus
KJ156866,2014-02-06T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30054,complete,"Cotten,M., Watson,S.J., Zumla,A.I., Makhdoom,H.Q., Palser,A.L., Ong,S.H., Al Rabeeah,A.A., Alhakeem,R.F., Assiri,A., Al-Tawfiq,J.A., Albarrak,A., Barry,M., Shibl,A., Alrabiah,F.A., Hajjar,S., Balkhy,H.H., Flemban,H., Rambaut,A., Kellam,P., Memish,Z.A., Zumla,A.",24549846,Saudi Arabia,Homo sapiens,,5/2/13,2013-05-02,"Middle East respiratory syndrome coronavirus isolate Al-Hasa_25_2013, complete genome",Middle East respiratory syndrome-related coronavirus
KJ361501,2015-03-10T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,29880,complete,"Ar Gouilh,M., Thiberge,J.M., Diancourt,L., Vandenbogaert,M., Briand,D., Batejat,C., Coralie,G., Rousseau,C., Fichenick,F., van der Werf,S., Burguiere,A., Enouf,V., Manuguerra,J.C., Caro,V.",,France,Homo sapiens,oronasopharynx,5/7/13,2013-05-07,"Middle East respiratory syndrome coronavirus isolate Hu-France - FRA2_130569-2013_IS_HTS, complete genome",Middle East respiratory syndrome-related coronavirus
KJ361502,2015-03-10T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,29783,complete,"Ar Gouilh,M., Thiberge,J.M., Diancourt,L., Vandenbogaert,M., Briand,D., Batejat,C., Coralie,G., Rousseau,C., Fichenick,F., van der Werf,S., Burguiere,A., Enouf,V., Manuguerra,J.C., Caro,V.",,France,Homo sapiens,oronasopharynx,5/7/13,2013-05-07,"Middle East respiratory syndrome coronavirus isolate Hu-France - FRA2_130569-2013_InSpu_Sanger, complete genome",Middle East respiratory syndrome-related coronavirus
KJ361503,2015-03-10T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30040,complete,"Ar Gouilh,M., Thiberge,J.M., Diancourt,L., Vandenbogaert,M., Briand,D., Batejat,C., Coralie,G., Rousseau,C., Fichenick,F., van der Werf,S., Burguiere,A., Enouf,V., Manuguerra,J.C., Caro,V.",,France,Homo sapiens,,5/7/13,2013-05-07,"Middle East respiratory syndrome coronavirus isolate Hu-France - FRA2_130569-2013_Isolate_Sanger, complete genome",Middle East respiratory syndrome-related coronavirus
KF745068,2013-12-07T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,29901,complete,"Enouf,V., Briand,D., van der Werf,S.",,France,Homo sapiens,,5/7/13,2013-05-07,"Middle East respiratory syndrome coronavirus isolate FRA/UAE, complete genome",Middle East respiratory syndrome-related coronavirus
KF600627,2013-09-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30076,complete,"Cotten,M., Watson,S.J., Kellam,P., Al-Rabeeah,A.A., Makhdoom,H.Q., Assiri,A., Al-Tawfiq,J.A., Alhakeem,R.F., Madani,H., AlRabiah,F.A., Al Hajjar,S., Al-nassir,W.N., Albarrak,A., Flemban,H., Balkhy,H.H., Alsubaie,S., Palser,A.L., Gall,A., Bashford-Rogers,R., Rambaut,A., Zumla,A.I., Memish,Z.A., Zumla,A.",24055451,Saudi Arabia,Homo sapiens,,5/7/13,2013-05-07,"Middle East respiratory syndrome coronavirus isolate Al-Hasa_12_2013, complete genome",Middle East respiratory syndrome-related coronavirus
KF186567,2013-06-10T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30117,complete,"Cotten,M., Watson,S.J., Kellam,P., Al-Rabeeah,A.A., Makhdoom,H.Q., Assiri,A., Al-Tawfiq,J.A., Alhakeem,R.F., Madani,H., AlRabiah,F.A., Al Hajjar,S., Al-nassir,W.N., Albarrak,A., Flemban,H., Balkhy,H.H., Alsubaie,S., Palser,A.L., Gall,A., Bashford-Rogers,R., Rambaut,A., Zumla,A.I., Memish,Z.A., Zumla,A.",24055451,Saudi Arabia,Homo sapiens,,5/9/13,2013-05-09,"Middle East respiratory syndrome coronavirus isolate Al-Hasa_1_2013, complete genome",Middle East respiratory syndrome-related coronavirus
KF600645,2013-09-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30071,complete,"Cotten,M., Watson,S.J., Kellam,P., Al-Rabeeah,A.A., Makhdoom,H.Q., Assiri,A., Al-Tawfiq,J.A., Alhakeem,R.F., Madani,H., AlRabiah,F.A., Al Hajjar,S., Al-nassir,W.N., Albarrak,A., Flemban,H., Balkhy,H.H., Alsubaie,S., Palser,A.L., Gall,A., Bashford-Rogers,R., Rambaut,A., Zumla,A.I., Memish,Z.A., Zumla,A.",24055451,Saudi Arabia,Homo sapiens,,5/11/13,2013-05-11,"Middle East respiratory syndrome coronavirus isolate Al-Hasa_15_2013, complete genome",Middle East respiratory syndrome-related coronavirus
KF600644,2013-09-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30078,complete,"Cotten,M., Watson,S.J., Kellam,P., Al-Rabeeah,A.A., Makhdoom,H.Q., Assiri,A., Al-Tawfiq,J.A., Alhakeem,R.F., Madani,H., AlRabiah,F.A., Al Hajjar,S., Al-nassir,W.N., Albarrak,A., Flemban,H., Balkhy,H.H., Alsubaie,S., Palser,A.L., Gall,A., Bashford-Rogers,R., Rambaut,A., Zumla,A.I., Memish,Z.A., Zumla,A.",24055451,Saudi Arabia,Homo sapiens,,5/12/13,2013-05-12,"Middle East respiratory syndrome coronavirus isolate Al-Hasa_16_2013, complete genome",Middle East respiratory syndrome-related coronavirus
KF600630,2013-09-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30081,complete,"Cotten,M., Watson,S.J., Kellam,P., Al-Rabeeah,A.A., Makhdoom,H.Q., Assiri,A., Al-Tawfiq,J.A., Alhakeem,R.F., Madani,H., AlRabiah,F.A., Al Hajjar,S., Al-nassir,W.N., Albarrak,A., Flemban,H., Balkhy,H.H., Alsubaie,S., Palser,A.L., Gall,A., Bashford-Rogers,R., Rambaut,A., Zumla,A.I., Memish,Z.A., Zumla,A.",24055451,Saudi Arabia,Homo sapiens,,5/13/13,2013-05-13,"Middle East respiratory syndrome coronavirus isolate Buraidah_1_2013, complete genome",Middle East respiratory syndrome-related coronavirus
KF600647,2013-09-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30115,complete,"Cotten,M., Watson,S.J., Kellam,P., Al-Rabeeah,A.A., Makhdoom,H.Q., Assiri,A., Al-Tawfiq,J.A., Alhakeem,R.F., Madani,H., AlRabiah,F.A., Al Hajjar,S., Al-nassir,W.N., Albarrak,A., Flemban,H., Balkhy,H.H., Alsubaie,S., Palser,A.L., Gall,A., Bashford-Rogers,R., Rambaut,A., Zumla,A.I., Memish,Z.A., Zumla,A.",24055451,Saudi Arabia,Homo sapiens,,5/15/13,2013-05-15,"Middle East respiratory syndrome coronavirus isolate Al-Hasa_17_2013, complete genome",Middle East respiratory syndrome-related coronavirus
KF600632,2013-09-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30108,complete,"Cotten,M., Watson,S.J., Kellam,P., Al-Rabeeah,A.A., Makhdoom,H.Q., Assiri,A., Al-Tawfiq,J.A., Alhakeem,R.F., Madani,H., AlRabiah,F.A., Al Hajjar,S., Al-nassir,W.N., Albarrak,A., Flemban,H., Balkhy,H.H., Alsubaie,S., Palser,A.L., Gall,A., Bashford-Rogers,R., Rambaut,A., Zumla,A.I., Memish,Z.A., Zumla,A.",24055451,Saudi Arabia,Homo sapiens,,5/23/13,2013-05-23,"Middle East respiratory syndrome coronavirus isolate Al-Hasa_19_2013, complete genome",Middle East respiratory syndrome-related coronavirus
KF600651,2013-09-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30105,complete,"Cotten,M., Watson,S.J., Kellam,P., Al-Rabeeah,A.A., Makhdoom,H.Q., Assiri,A., Al-Tawfiq,J.A., Alhakeem,R.F., Madani,H., AlRabiah,F.A., Al Hajjar,S., Al-nassir,W.N., Albarrak,A., Flemban,H., Balkhy,H.H., Alsubaie,S., Palser,A.L., Gall,A., Bashford-Rogers,R., Rambaut,A., Zumla,A.I., Memish,Z.A., Zumla,A.",24055451,Saudi Arabia,Homo sapiens,,5/23/13,2013-05-23,"Middle East respiratory syndrome coronavirus isolate Al-Hasa_18_2013, complete genome",Middle East respiratory syndrome-related coronavirus
KF600634,2013-09-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30063,complete,"Cotten,M., Watson,S.J., Kellam,P., Al-Rabeeah,A.A., Makhdoom,H.Q., Assiri,A., Al-Tawfiq,J.A., Alhakeem,R.F., Madani,H., AlRabiah,F.A., Al Hajjar,S., Al-nassir,W.N., Albarrak,A., Flemban,H., Balkhy,H.H., Alsubaie,S., Palser,A.L., Gall,A., Bashford-Rogers,R., Rambaut,A., Zumla,A.I., Memish,Z.A., Zumla,A.",24055451,Saudi Arabia,Homo sapiens,,5/30/13,2013-05-30,"Middle East respiratory syndrome coronavirus isolate Al-Hasa_21_2013, complete genome",Middle East respiratory syndrome-related coronavirus
KF600628,2013-09-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30104,complete,"Cotten,M., Watson,S.J., Kellam,P., Al-Rabeeah,A.A., Makhdoom,H.Q., Assiri,A., Al-Tawfiq,J.A., Alhakeem,R.F., Madani,H., AlRabiah,F.A., Al Hajjar,S., Al-nassir,W.N., Albarrak,A., Flemban,H., Balkhy,H.H., Alsubaie,S., Palser,A.L., Gall,A., Bashford-Rogers,R., Rambaut,A., Zumla,A.I., Memish,Z.A., Zumla,A.",24055451,Saudi Arabia,Homo sapiens,,6/4/13,2013-06-04,"Middle East respiratory syndrome coronavirus isolate Hafr-Al-Batin_1_2013, complete genome",Middle East respiratory syndrome-related coronavirus
KJ156881,2014-02-06T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30055,complete,"Cotten,M., Watson,S.J., Zumla,A.I., Makhdoom,H.Q., Palser,A.L., Ong,S.H., Al Rabeeah,A.A., Alhakeem,R.F., Assiri,A., Al-Tawfiq,J.A., Albarrak,A., Barry,M., Shibl,A., Alrabiah,F.A., Hajjar,S., Balkhy,H.H., Flemban,H., Rambaut,A., Kellam,P., Memish,Z.A., Zumla,A.",24549846,Saudi Arabia,Homo sapiens,,6/12/13,2013-06-12,"Middle East respiratory syndrome coronavirus isolate Wadi-Ad-Dawasir_1_2013, complete genome",Middle East respiratory syndrome-related coronavirus
KJ156949,2014-02-06T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30055,complete,"Cotten,M., Watson,S.J., Zumla,A.I., Makhdoom,H.Q., Palser,A.L., Ong,S.H., Al Rabeeah,A.A., Alhakeem,R.F., Assiri,A., Al-Tawfiq,J.A., Albarrak,A., Barry,M., Shibl,A., Alrabiah,F.A., Hajjar,S., Balkhy,H.H., Flemban,H., Rambaut,A., Kellam,P., Memish,Z.A., Zumla,A.",24549846,Saudi Arabia,Homo sapiens,,6/12/13,2013-06-12,"Middle East respiratory syndrome coronavirus isolate Taif_1_2013, complete genome",Middle East respiratory syndrome-related coronavirus
KJ156944,2014-02-06T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30055,complete,"Cotten,M., Watson,S.J., Zumla,A.I., Makhdoom,H.Q., Palser,A.L., Ong,S.H., Al Rabeeah,A.A., Alhakeem,R.F., Assiri,A., Al-Tawfiq,J.A., Albarrak,A., Barry,M., Shibl,A., Alrabiah,F.A., Hajjar,S., Balkhy,H.H., Flemban,H., Rambaut,A., Kellam,P., Memish,Z.A., Zumla,A.",24549846,Saudi Arabia,Homo sapiens,,7/2/13,2013-07-02,"Middle East respiratory syndrome coronavirus isolate Riyadh_5_2013, complete genome",Middle East respiratory syndrome-related coronavirus
KY581684,2017-12-20T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30123,complete,"Paden,C.R., Yusof,M.F.B.M., Al Hammadi,Z.M., Queen,K., Tao,Y., Eltahir,Y.M., Elsayed,E.A., Marzoug,B.A., Bensalah,O.K.A., Khalafalla,A.I., Al Mulla,M., Elkheir,K.A., Issa,Z.B., Pradeep,K., Elsaleh,F.N., Imambaccus,H., Sasse,J., Weber,S., Shi,M., Zhang,J., Li,Y., Pham,H., Kim,L., Hall,A.J., Gerber,S.I., Al Hosani,F.I., Tong,S., Al Muhairi,S.S.M., Al Muhairi,S.S., Al Hammadi,Z., Abou Elkheir,K., Al Bandar,Z., El Saleh,F., Hall,A., Gerber,S.",29239118,United Arab Emirates,Homo sapiens,"lung, oronasopharynx",7/10/13,2013-07-10,"Middle East respiratory syndrome-related coronavirus strain Hu/UAE_002_2013, complete genome",Middle East respiratory syndrome-related coronavirus
KY581685,2017-12-20T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30123,complete,"Paden,C.R., Yusof,M.F.B.M., Al Hammadi,Z.M., Queen,K., Tao,Y., Eltahir,Y.M., Elsayed,E.A., Marzoug,B.A., Bensalah,O.K.A., Khalafalla,A.I., Al Mulla,M., Elkheir,K.A., Issa,Z.B., Pradeep,K., Elsaleh,F.N., Imambaccus,H., Sasse,J., Weber,S., Shi,M., Zhang,J., Li,Y., Pham,H., Kim,L., Hall,A.J., Gerber,S.I., Al Hosani,F.I., Tong,S., Al Muhairi,S.S.M., Al Muhairi,S.S., Al Hammadi,Z., Abou Elkheir,K., Al Bandar,Z., El Saleh,F., Hall,A., Gerber,S.",29239118,United Arab Emirates,Homo sapiens,"lung, oronasopharynx",7/12/13,2013-07-12,"Middle East respiratory syndrome-related coronavirus strain Hu/UAE_004_2013, complete genome",Middle East respiratory syndrome-related coronavirus
KJ477102,2014-03-04T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,29908,complete,"Chu,D.K., Poon,L.L., Gomaa,M.M., Shehata,M.M., Perera,R.A., Abu Zeid,D., El Rifay,A.S., Siu,L.Y., Guan,Y., Webby,R.J., Ali,M.A., Peiris,M., Kayali,G., Chu,D.K.W., Poon,L.L.M., Ali,M., Peiris,M.J.S.",24856660,Egypt,Camelus dromedarius,,2013,2013-07-15,"Middle East respiratory syndrome coronavirus, complete genome",Middle East respiratory syndrome-related coronavirus
KJ477103,2014-03-04T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30101,complete,"Chu,D.K., Poon,L.L., Gomaa,M.M., Shehata,M.M., Perera,R.A., Abu Zeid,D., El Rifay,A.S., Siu,L.Y., Guan,Y., Webby,R.J., Ali,M.A., Peiris,M., Kayali,G., Chan,R.W., Hemida,M.G., Alnaeem,A., Tao,K.P., Ng,H.Y., Chan,M.C., Nicholls,J.M., Peiris,J.S., Chu,D.K.W., Poon,L.L.M., Ali,M., Peiris,M.J.S.","24856660, 25174549",Egypt,Camelus dromedarius,,2013,2013-07-15,"Middle East respiratory syndrome-related coronavirus isolate NRCE-HKU270, complete genome",Middle East respiratory syndrome-related coronavirus
KF192507,2013-06-10T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30123,complete,"Drosten,C., Seilmaier,M., Corman,V.M., Hartmann,W., Scheible,G., Sack,S., Guggemos,W., Kallies,R., Muth,D., Junglen,S., Muller,M.A., Haas,W., Guberina,H., Rohnisch,T., Schmid-Wendtner,M., Aldabbagh,S., Dittmer,U., Gold,H., Graf,P., Bonin,F., Rambaut,A., Wendtner,C.M.",23782859,United Arab Emirates,Homo sapiens,,2013,2013-07-15,"Middle East respiratory syndrome coronavirus, complete genome",Middle East respiratory syndrome-related coronavirus
MG021451,2018-04-10T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30113,complete,"Luo,C.M., Wang,N., Yang,X.L., Liu,H.Z., Zhang,W., Li,B., Hu,B., Peng,C., Geng,Q.B., Zhu,G.J., Li,F., Shi,Z.L., Luo,C.-M., Geng,Q.-B., Yang,X.-L., Liu,H.-Z., Ge,X.-Y., Shi,Z.-L.",,China,,,7/17/13,2013-07-17,"Middle East respiratory syndrome-related coronavirus isolate NL13845, complete genome",Middle East respiratory syndrome-related coronavirus
